NOME_NEGOCIO,SETOR_ATIVIDADE,BAIRRO,CODIGO_CNAE,CIDADE
NOME NÃO INFORMADO,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,AREAL,8650003,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",PAULO VI,4712100,CONSELHEIRO LAFAIETE
ODONTO ARTE,ATIVIDADE ODONTOLÓGICA,CENTRO,8630504,CONSELHEIRO LAFAIETE
DR. PET CLINICA VETERINARIA,ATIVIDADES VETERINÁRIAS,MUSEU,7500100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINÂNCIA DE ALIMENTOS OU DE INSUMOS AGROPECUÁRIOS",DISTRITO INDUSTRIAL,4693100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,PROGRESSO,4763601,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SAO JOAO,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE COLCHÕES,REZENDE,3104700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,SAGRADO CORACAO DE JESUS,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE REBOQUE DE VEÍCULOS,MORADA DO SOL,5229002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE BEBIDAS,MANOEL DE PAULA,4723700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS,SION,4789005,CONSELHEIRO LAFAIETE
CXASA SAO JORGE,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,FONTE GRANDE,4789099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,CENTRO,8211300,CONSELHEIRO LAFAIETE
MENS BARBERSHOP,"CABELEIREIROS, MANICURE E PEDICURE",CENTRO,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SAO DIMAS,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",FONTE GRANDE,5611204,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE BISCOITOS E BOLACHAS,ALMEIDAS,1092900,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,SANTO AGOSTINHO,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,SANTA EFIGENIA,4729699,CONSELHEIRO LAFAIETE
FRATERNIDADE FEMININA CAMINHOS DA LIBERDADE,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS LIGADAS À CULTURA E À ARTE,JARDIM INCONFIDENTES,9493600,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS,MUSEU,4763602,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",CENTRO,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SANTA MATILDE,9602501,CONSELHEIRO LAFAIETE
TRAMAQ TERRAPLENAGEM LOCACAO E TRANSPORTE LTDA,"ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA CONSTRUÇÃO SEM OPERADOR, EXCETO ANDAIMES",SANTA LUZIA,7732201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",CACHOEIRA,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SATELITE,7319002,CONSELHEIRO LAFAIETE
BBQ - BOM BEEF QUALITY,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,CENTRO,4722901,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,MUSEU,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",CENTRO,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,SAO JOAO,4399103,CONSELHEIRO LAFAIETE
FAEL IMPORTADOS,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,CAMPO ALEGRE,4752100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SANTA MATILDE,7319002,CONSELHEIRO LAFAIETE
EMPORIO CHICO VACA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",CHAPADA,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",SAO JOAO,4771701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,CENTRO,8650003,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,ROCHEDO,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,SAO JOAO,4754702,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",PROGRESSO,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",REZENDE,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE CALÇADOS,PAULO VI,4782201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SAO JOAO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE TATUAGEM E COLOCAÇÃO DE PIERCING,CAMPO ALEGRE,9609206,CONSELHEIRO LAFAIETE
DEL GAS,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),PROGRESSO,4784900,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SAO DIMAS,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,GIGANTE,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,SAGRADO CORACAO DE JESUS,3321000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS AMBULANTES DE ALIMENTAÇÃO,PARQUE RECANTO DA HIPICA,5612100,CONSELHEIRO LAFAIETE
GONCALVES E LIMA,SERVIÇOS DE REBOQUE DE VEÍCULOS,SANTA MATILDE,5229002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,LOURDES,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,BELLAVINHA,4330404,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,MANOEL DE PAULA,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ALUGUEL DE IMÓVEIS PRÓPRIOS,CENTRO,6810202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",SAO JOAO,4930201,CONSELHEIRO LAFAIETE
INCHATS SOLUCOES,"PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET",ALBERTINA,6319400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",SAO JUDAS TADEU,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SAO SEBASTIAO,9700500,CONSELHEIRO LAFAIETE
AGRADESER CONSULTORIA E TREINAMENTOS,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,SANTA MATILDE,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,LABORATÓRIOS CLÍNICOS,JARDIM AMERICA,8640202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SAO BENEDITO,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,SANTA MATILDE,4789099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SIDERURGICO,7319002,CONSELHEIRO LAFAIETE
MAIA PIZZAS,RESTAURANTES E SIMILARES,SANTO ANTONIO,5611201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",AREAL,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SAO DIMAS,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SANTA MATILDE,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,MANOEL CORREA,4520001,CONSELHEIRO LAFAIETE
LIFE CAR LANTERNAGEM E PINTURA,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES,SAO DIMAS,4520002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LOJAS DE DEPARTAMENTOS OU MAGAZINES, EXCETO LOJAS FRANCAS (DUTY FREE)",CENTRO,4713004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",SANTA TEREZINHA,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SAO SEBASTIAO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",SANTA CRUZ,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SANTA LUZIA,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,SANTA MATILDE,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,SAO SEBASTIAO,9521500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",SIDERURGICO,4712100,CONSELHEIRO LAFAIETE
SOCORRO JUNINHO,SERVIÇOS DE REBOQUE DE VEÍCULOS,ARCADIA,5229002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE BEBIDAS,GAGE,4723700,CONSELHEIRO LAFAIETE
BDJ RECICLAGEM,RECUPERAÇÃO DE MATERIAIS NÃO ESPECIFICADOS ANTERIORMENTE,BELVEDERE,3839499,CONSELHEIRO LAFAIETE
TOP SORVETERIA E ACAITERIA LAFAIETE,RESTAURANTES E SIMILARES,CHAPADA,5611201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,SANTO ANTONIO,9511800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,SAO JOAO,4789099,CONSELHEIRO LAFAIETE
VALOIS ODONTOLOGIA,ATIVIDADE ODONTOLÓGICA,SANTA TEREZINHA,8630504,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,MORRO DA MINA,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,SAO JOAO,4399103,CONSELHEIRO LAFAIETE
ACT TRANSPORTES,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SANTA MATILDE,4930202,CONSELHEIRO LAFAIETE
SPE VILA MIRADOURO,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,CENTRO,4299599,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COLETA DE RESÍDUOS NÃO-PERIGOSOS,MANOEL DE PAULA,3811400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",CACHOEIRA,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SANTA MATILDE,9700500,CONSELHEIRO LAFAIETE
M & E MOVEIS PLANEJADOS,COMÉRCIO VAREJISTA DE MÓVEIS,SAO JOAO,4754701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSÓFICAS,MOINHOS,9491000,CONSELHEIRO LAFAIETE
AMAZONAS PLANEJADOS,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,SAO JOAO,3101200,CONSELHEIRO LAFAIETE
ESTACAO DA ALEGRIA,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,CAMPO ALEGRE,5620102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,PROGRESSO,9511800,CONSELHEIRO LAFAIETE
LANCHONETE CAFE & PROSA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",SAO SEBASTIAO,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",JARDIM VILA RICA,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,SANTA MATILDE,4744099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",TRIANGULO,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE,CARIJOS,8129000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CENTRO,4781400,CONSELHEIRO LAFAIETE
MURETTO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",ALBINOPOLIS,4712100,CONSELHEIRO LAFAIETE
PATY FASHION HOME DECOR,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE,CHAPADA,4759899,CONSELHEIRO LAFAIETE
MAXIMUS AGENCIA DE VIAGENS,SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,7990200,CONSELHEIRO LAFAIETE
TRANSCARGAS,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",JARDIM AMERICA,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,COPACABANA,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CAMPO ALEGRE,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE MASSAS ALIMENTÍCIAS,JARDIM AMERICA,1094500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,ARCADIA,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SAO JUDAS TADEU,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,GAGE,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",CENTRO,9602501,CONSELHEIRO LAFAIETE
MASTER HOUSE UNIDADE CONSELHEIRO LAFAIETE,OBRAS DE ALVENARIA,SANTO ANTONIO,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA",ALVORADA,7420001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",PAULO VI,4617600,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO E PESSOAL; INSTRUMENTOS MUSICAIS",SAO JOAO,7729202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE TERAPIA OCUPACIONAL,SANTA FE,8650005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SAO SEBASTIAO,9700500,CONSELHEIRO LAFAIETE
JH CONSTRUTORA,CONSTRUÇÃO DE EDIFÍCIOS,SANTA MARIA,4120400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,ANGELICA,1091102,CONSELHEIRO LAFAIETE
TORRE FORTE EMPREENDIMENTOS IMOBILIARIOS,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,REZENDE,4110700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,MOINHOS,9700500,CONSELHEIRO LAFAIETE
MAYARA CANCELA ARQUITETURA,SERVIÇOS DE ARQUITETURA,CAMPO ALEGRE,7111100,CONSELHEIRO LAFAIETE
BANA-RABO ROUPAS E ACESSORIOS PARA PETS,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,MUSEU,4789004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SAO SEBASTIAO,9700500,CONSELHEIRO LAFAIETE
EMBR REPRESENTACOES,PROMOÇÃO DE VENDAS,ALBINOPOLIS,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",CENTRO,4721104,CONSELHEIRO LAFAIETE
PELICANO EMPREENDIMENTOS IMOBILIARIOS,LOTEAMENTO DE IMÓVEIS PRÓPRIOS,CENTRO,6810203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SAO GONCALO DO BRANDAO,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,SANTA EFIGENIA,4721102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",SAO JOAO,4520005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",ROCHEDO,5611205,CONSELHEIRO LAFAIETE
EVBS GESTAO DA SAUDE,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,SAO JOAO,8211300,CONSELHEIRO LAFAIETE
A L PEREIRA,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",SAGRADO CORACAO DE JESUS,4617600,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",ALBINOPOLIS,9602501,CONSELHEIRO LAFAIETE
RAFAEL LIMA SERVICOS MEDICOS,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,MANOEL CORREA,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",PAULO VI,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",SANTA CLARA,4322302,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CONFECÇÃO DE PEÇAS DE VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA",SAO SEBASTIAO,1412601,CONSELHEIRO LAFAIETE
QUIOSQUE DO IURY,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",CAMPO ALEGRE,5611204,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL,SAO DIMAS,3314707,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA ESPECIALIZADO DE PEÇAS E ACESSÓRIOS PARA APARELHOS ELETROELETRÔNICOS PARA USO DOMÉSTICO, EXCETO INFORMÁTICA E COMUNICAÇÃO",AMARO RIBEIRO,4757100,CONSELHEIRO LAFAIETE
ENDOCRINOLOGIA SELMA ROCHA,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,CENTRO,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,GAGE,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SANTA EFIGENIA,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",CAMPO ALEGRE,5611205,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,SAO JOAO,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TRANSPORTE ESCOLAR,SANTO ANTONIO,4924800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,SANTA MATILDE,4789004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PRODUÇÃO MUSICAL,SAO SEBASTIAO,9001902,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTERIORMENTE",JARDIM INCONFIDENTES,5912099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,CHAPADA,4729699,CONSELHEIRO LAFAIETE
PINGO DE OURO,TRANSPORTE ESCOLAR,ALMEIDAS,4924800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,RESTAURANTES E SIMILARES,CENTRO,5611201,CONSELHEIRO LAFAIETE
